district,area,perch,bedrooms,bathrooms,kitchen_area_sqft,parking_spots,has_garden,has_ac,water_supply,electricity,floors,year_built,price_lkr,nearest_city,property_type,house_size_sqft,house_age,condition,furnishing_status,road_access_width_ft,distance_to_main_road_km,distance_to_town_km,has_boundary_wall,has_servant_room,has_hot_water,has_security,roof_type,floor_type,listed_year,price_per_perch,bathroom_bedroom_ratio,luxury_score,location_category,house_selling_price_lkr
Polonnaruwa,Polonnaruwa Central,14,6,5,128,2,TRUE,FALSE,Both,Three phase,1,2019,18046055,Polonnaruwa,House,3010,7,Good,Semi furnished,12,4.54,4.48,TRUE,FALSE,TRUE,FALSE,Concrete slab,Tile,2026,1289004,0.83,7,Semi-urban,42532000
Anuradhapura,New Town,17,6,5,205,1,FALSE,FALSE,Pipe-borne,Single phase,2,1991,21026323,Anuradhapura,House,3270,35,Needs renovation,Unfurnished,20,4.9,1.57,TRUE,TRUE,FALSE,FALSE,Concrete slab,Terrazzo,2023,1236843,0.83,2,Semi-urban,30259000
Kegalle,Kegalle Central,12,5,4,129,0,FALSE,TRUE,Well,Three phase,1,2010,15336265,Kegalle,House,2380,16,Average,Unfurnished,20,0.85,9.75,TRUE,FALSE,FALSE,FALSE,Tile,Tile,2026,1278022,0.8,4,Semi-urban,31122000
Colombo,Mount Lavinia,2,2,2,50,0,TRUE,TRUE,Both,Three phase,1,2010,7011622,Colombo,Annex,1050,16,Average,Semi furnished,12,0.24,3.68,TRUE,TRUE,TRUE,TRUE,Concrete slab,Cement,2023,3505811,1,8,Urban,18065000
Kandy,Katugastota,7,2,2,78,1,TRUE,TRUE,Pipe-borne,Single phase,2,1986,12518090,Kandy,House,1560,40,Needs renovation,Unfurnished,25,1.72,3.49,TRUE,FALSE,TRUE,TRUE,Asbestos,Tile,2023,1788299,1,7,Urban,18514000
Badulla,Bandarawela,24,7,5,219,1,FALSE,TRUE,Both,Single phase,2,1985,23607362,Badulla,Villa,3410,41,Needs renovation,Unfurnished,10,5.03,1.84,TRUE,TRUE,FALSE,FALSE,Concrete slab,Terrazzo,2023,983640,0.71,4,Semi-urban,36391000
Galle,Unawatuna,5,3,2,63,0,TRUE,TRUE,Pipe-borne,Three phase,1,2025,8244333,Galle,Apartment,1320,1,New,Unfurnished,20,1.35,0.76,FALSE,FALSE,FALSE,FALSE,Concrete slab,Cement,2023,1648867,0.67,4,Urban,25656000
Hambantota,Ambalantota,9,4,4,124,0,FALSE,TRUE,Well,Single phase,1,2014,13797398,Hambantota,House,2110,12,Good,Fully furnished,25,4.02,4.69,TRUE,FALSE,TRUE,FALSE,Concrete slab,Tile,2024,1533044,1,6,Semi-urban,35849000
Nuwara Eliya,Nuwara Eliya Central,4,1,1,78,1,TRUE,TRUE,Both,Single phase,1,2025,10407375,Nuwara Eliya,House,920,1,New,Unfurnished,15,2.17,10.87,TRUE,TRUE,TRUE,FALSE,Concrete slab,Tile,2025,2601844,1,6,Semi-urban,17569000
Kandy,Tennekumbura,5,1,1,60,1,FALSE,FALSE,Both,Single phase,2,2006,9547655,Kandy,Annex,930,20,Average,Fully furnished,12,1.44,0.25,TRUE,FALSE,TRUE,FALSE,Concrete slab,Tile,2025,1909531,1,5,Urban,18393000
Kilinochchi,Kilinochchi Central,6,3,3,47,2,TRUE,FALSE,Both,Single phase,2,2009,8460294,Kilinochchi,House,1700,17,Average,Unfurnished,10,2.73,8.79,TRUE,FALSE,FALSE,TRUE,Concrete slab,Tile,2026,1410049,1,5,Rural,16980000
Puttalam,Puttalam Central,4,2,1,45,0,FALSE,FALSE,Both,Three phase,2,1996,4418850,Puttalam,House,1050,30,Needs renovation,Semi furnished,15,3.15,10.31,TRUE,FALSE,TRUE,FALSE,Concrete slab,Terrazzo,2024,1104712,0.5,4,Semi-urban,8291000
Polonnaruwa,Polonnaruwa Central,26,7,5,250,1,TRUE,TRUE,Well,Single phase,3,2005,38885439,Polonnaruwa,Villa,3830,21,Average,Fully furnished,10,1.1,5.01,TRUE,FALSE,FALSE,TRUE,Concrete slab,Tile,2024,1495594,0.71,8,Semi-urban,64757000
Mullaitivu,Mullaitivu Central,8,3,2,98,1,TRUE,FALSE,Pipe-borne,Single phase,2,2021,10103561,Mullaitivu,House,1670,5,Good,Unfurnished,30,6.72,4.8,TRUE,TRUE,FALSE,FALSE,Concrete slab,Tile,2024,1262945,0.67,3,Rural,20603000
Hambantota,Tangalle,18,6,5,214,2,TRUE,FALSE,Well,Three phase,2,1993,22942864,Hambantota,Villa,3400,33,Needs renovation,Semi furnished,10,2,11.54,TRUE,FALSE,TRUE,FALSE,Tile,Cement,2023,1274604,0.83,7,Semi-urban,41223000
Gampaha,Wattala,16,7,5,137,1,TRUE,TRUE,Both,Three phase,1,2000,30523219,Gampaha,Villa,3360,26,Needs renovation,Semi furnished,12,1.02,4.98,TRUE,FALSE,TRUE,FALSE,Asbestos,Tile,2024,1907701,0.71,8,Urban,55045000
Gampaha,Wattala,45,6,5,250,2,FALSE,FALSE,Well,Three phase,3,2006,70787661,Gampaha,House,3610,20,Average,Fully furnished,12,0.71,2.33,TRUE,FALSE,TRUE,TRUE,Tile,Terrazzo,2024,1573059,0.83,8,Urban,117803000
Gampaha,Wattala,2,2,1,57,1,FALSE,FALSE,Well,Three phase,2,2016,5843870,Gampaha,House,1160,10,Good,Semi furnished,12,2.42,0.92,FALSE,FALSE,FALSE,FALSE,Tile,Tile,2026,2921935,0.5,3,Urban,14704000
Kilinochchi,Kilinochchi Central,39,6,5,250,2,TRUE,FALSE,Both,Single phase,3,1985,33902799,Kilinochchi,House,3390,41,Needs renovation,Fully furnished,12,6.12,6.37,FALSE,FALSE,FALSE,FALSE,Concrete slab,Cement,2026,869303,0.83,5,Rural,39963000
Galle,Hikkaduwa,3,3,2,36,1,TRUE,TRUE,Both,Three phase,1,2016,7160132,Galle,House,1400,10,Good,Semi furnished,25,0.35,2.12,TRUE,FALSE,TRUE,FALSE,Concrete slab,Tile,2023,2386711,0.67,8,Urban,23889000
Trincomalee,Uppuveli,11,5,4,114,1,TRUE,TRUE,Both,Three phase,1,2011,16571908,Trincomalee,House,2330,15,Average,Fully furnished,20,5.31,7.86,TRUE,FALSE,TRUE,FALSE,Tile,Cement,2025,1506537,0.8,9,Semi-urban,37640000
Kalutara,Wadduwa,5,3,2,37,0,TRUE,FALSE,Both,Single phase,1,2020,5776498,Kalutara,Apartment,1430,6,Good,Unfurnished,20,0.82,1.85,TRUE,TRUE,FALSE,FALSE,Concrete slab,Terrazzo,2024,1155300,0.67,2,Urban,20031000
Vavuniya,Vavuniya Central,12,6,5,122,3,FALSE,FALSE,Well,Single phase,1,2013,13276770,Vavuniya,House,2930,13,Average,Unfurnished,12,8.85,18.62,TRUE,FALSE,TRUE,FALSE,Concrete slab,Tile,2024,1106398,0.83,5,Rural,29511000
Puttalam,Puttalam Central,2,3,2,42,1,TRUE,FALSE,Well,Three phase,1,2013,3252378,Puttalam,House,1390,13,Average,Unfurnished,10,5.32,8.43,TRUE,TRUE,FALSE,FALSE,Tile,Tile,2025,1626189,0.67,4,Semi-urban,11383000
Polonnaruwa,Polonnaruwa Central,18,7,5,196,1,FALSE,TRUE,Both,Three phase,1,1985,18934146,Polonnaruwa,Villa,3420,41,Needs renovation,Semi furnished,20,3.55,4.64,TRUE,FALSE,TRUE,FALSE,Asbestos,Cement,2025,1051897,0.71,7,Semi-urban,29053000
Hambantota,Ambalantota,34,6,5,250,2,TRUE,FALSE,Both,Three phase,2,2012,34318923,Hambantota,House,3300,14,Average,Fully furnished,15,5.47,10.43,FALSE,FALSE,TRUE,FALSE,Concrete slab,Cement,2023,1009380,0.83,7,Semi-urban,76150000
Galle,Karapitiya,9,5,5,104,1,FALSE,TRUE,Both,Three phase,1,1998,10864158,Galle,House,2580,28,Needs renovation,Fully furnished,15,0.77,2.34,TRUE,FALSE,FALSE,TRUE,Asbestos,Tile,2025,1207129,1,8,Urban,28205000
Batticaloa,Batticaloa Town,5,1,1,64,0,TRUE,FALSE,Pipe-borne,Three phase,2,2002,6548625,Batticaloa,Annex,850,24,Average,Fully furnished,15,2.17,17.13,TRUE,FALSE,TRUE,TRUE,Concrete slab,Tile,2024,1309725,1,7,Rural,11565000
Jaffna,Chunnakam,29,6,5,250,2,FALSE,TRUE,Well,Three phase,2,2008,52916919,Jaffna,House,3350,18,Average,Semi furnished,15,0.92,1.71,TRUE,FALSE,TRUE,FALSE,Tile,Granite,2025,1824721,0.83,8,Urban,79629000
Ratnapura,Kuruwita,5,1,1,59,0,TRUE,FALSE,Pipe-borne,Three phase,1,2009,4634530,Ratnapura,House,800,17,Average,Unfurnished,10,2.99,7.41,TRUE,FALSE,FALSE,FALSE,Tile,Cement,2023,926906,1,3,Semi-urban,10762000
Colombo,Wellawatte,9,6,5,90,2,TRUE,FALSE,Pipe-borne,Single phase,1,2012,24110220,Colombo,House,2710,14,Average,Semi furnished,12,2.37,0.67,TRUE,FALSE,TRUE,FALSE,Tile,Tile,2025,2678913,0.83,6,Urban,84386000
Gampaha,Negombo,10,2,1,125,1,TRUE,FALSE,Both,Single phase,2,2004,20139366,Gampaha,House,1460,22,Average,Fully furnished,15,0.99,2.91,TRUE,FALSE,TRUE,FALSE,Concrete slab,Tile,2024,2013937,0.5,6,Urban,34317000
Monaragala,Monaragala Central,11,3,2,127,0,FALSE,TRUE,Both,Three phase,1,1992,10965481,Monaragala,House,1540,34,Needs renovation,Unfurnished,15,6.24,16.45,TRUE,FALSE,TRUE,FALSE,Asbestos,Tile,2024,996862,0.67,5,Rural,13157000
Puttalam,Puttalam Central,18,4,4,239,2,TRUE,FALSE,Well,Single phase,2,1992,24359582,Puttalam,House,2540,34,Needs renovation,Semi furnished,25,4.46,3.76,TRUE,FALSE,FALSE,FALSE,Asbestos,Tile,2026,1353310,1,5,Semi-urban,31916000
Ampara,Ampara Central,2,1,1,44,0,TRUE,FALSE,Both,Three phase,2,1999,2929968,Ampara,House,960,27,Needs renovation,Unfurnished,20,3.28,6.21,TRUE,FALSE,FALSE,FALSE,Concrete slab,Cement,2025,1464984,1,3,Rural,5816000
Vavuniya,Vavuniya Central,8,4,4,49,1,FALSE,TRUE,Pipe-borne,Three phase,1,1999,8311105,Vavuniya,House,2130,27,Needs renovation,Unfurnished,12,6.16,6.26,TRUE,FALSE,FALSE,FALSE,Asbestos,Cement,2023,1038888,1,5,Rural,14706000
Batticaloa,Batticaloa Town,4,4,3,59,1,TRUE,FALSE,Both,Single phase,1,1985,4626447,Batticaloa,House,1910,41,Needs renovation,Unfurnished,20,5.94,19.86,FALSE,FALSE,TRUE,TRUE,Tile,Cement,2023,1156612,0.75,4,Rural,9085000
Anuradhapura,Nuwaragam Palatha,15,5,4,131,3,TRUE,TRUE,Well,Single phase,2,2007,15684553,Anuradhapura,House,2660,19,Average,Fully furnished,20,3.64,7.14,FALSE,TRUE,FALSE,TRUE,Concrete slab,Granite,2024,1045637,0.8,9,Semi-urban,39282000
Mannar,Mannar Central,9,3,2,117,0,TRUE,FALSE,Pipe-borne,Three phase,1,2012,8741148,Mannar,House,1430,14,Average,Fully furnished,12,3.97,10.96,TRUE,TRUE,TRUE,FALSE,Tile,Granite,2024,971239,0.67,6,Rural,20281000
Gampaha,Gampaha Town,25,6,5,250,2,TRUE,FALSE,Pipe-borne,Three phase,2,1987,43451989,Gampaha,House,3370,39,Needs renovation,Semi furnished,20,0.99,2.27,TRUE,FALSE,TRUE,FALSE,Asbestos,Cement,2024,1738080,0.83,7,Urban,63437000
Matara,Matara Town,8,3,2,82,2,TRUE,FALSE,Well,Three phase,1,1987,8704094,Matara,House,1600,39,Needs renovation,Unfurnished,20,0.18,0.5,TRUE,FALSE,FALSE,FALSE,Asbestos,Cement,2024,1088012,0.67,5,Urban,16202000
Ratnapura,Ratnapura Town,8,4,4,35,1,TRUE,FALSE,Both,Three phase,1,2016,9514258,Ratnapura,House,1840,10,Good,Unfurnished,12,1.25,1.47,TRUE,FALSE,FALSE,FALSE,Concrete slab,Tile,2023,1189282,1,4,Semi-urban,24596000
Mullaitivu,Mullaitivu Central,2,2,2,62,1,FALSE,TRUE,Both,Three phase,1,2015,2477072,Mullaitivu,House,980,11,Good,Semi furnished,12,8.27,8.99,TRUE,FALSE,FALSE,FALSE,Concrete slab,Terrazzo,2025,1238536,1,6,Rural,8670000
Galle,Unawatuna,5,3,2,35,1,TRUE,TRUE,Both,Three phase,2,2022,9492557,Galle,House,1490,4,Good,Fully furnished,25,0.45,3.1,TRUE,FALSE,TRUE,FALSE,Concrete slab,Granite,2024,1898511,0.67,9,Urban,29450000
Matale,Matale Central,11,4,3,90,0,FALSE,FALSE,Pipe-borne,Single phase,1,1986,10738794,Matale,House,2100,40,Needs renovation,Unfurnished,30,5.09,2.13,FALSE,TRUE,FALSE,FALSE,Tile,Terrazzo,2025,976254,0.75,0,Semi-urban,17617000
Nuwara Eliya,Nuwara Eliya Central,2,1,1,53,0,FALSE,TRUE,Well,Single phase,2,1992,5942819,Nuwara Eliya,House,950,34,Needs renovation,Unfurnished,12,3.74,10.87,TRUE,FALSE,TRUE,TRUE,Concrete slab,Tile,2026,2971410,1,5,Semi-urban,7794000
Badulla,Hali Ela,17,6,5,166,1,TRUE,FALSE,Both,Three phase,1,2002,16860552,Badulla,Villa,3180,24,Average,Unfurnished,12,3.59,9.18,TRUE,FALSE,FALSE,FALSE,Tile,Tile,2026,991797,0.83,4,Semi-urban,36567000
Matale,Matale Central,22,7,5,143,2,TRUE,FALSE,Pipe-borne,Single phase,2,1995,20129866,Matale,Villa,3370,31,Needs renovation,Unfurnished,20,1.95,2.64,TRUE,FALSE,FALSE,FALSE,Concrete slab,Cement,2023,914994,0.71,4,Semi-urban,35782000
Badulla,Badulla Town,4,2,1,71,1,TRUE,TRUE,Both,Single phase,2,1995,5291605,Badulla,Annex,1350,31,Needs renovation,Semi furnished,12,2.97,3.67,TRUE,FALSE,TRUE,FALSE,Tile,Terrazzo,2023,1322901,0.5,7,Semi-urban,11335000
Monaragala,Monaragala Central,12,4,3,151,0,FALSE,TRUE,Both,Single phase,2,1999,14586503,Monaragala,House,2180,27,Needs renovation,Unfurnished,20,8.99,10.72,FALSE,FALSE,TRUE,FALSE,Asbestos,Terrazzo,2025,1215542,0.75,3,Rural,18790000
Kalutara,Beruwala,12,5,4,139,0,FALSE,TRUE,Pipe-borne,Single phase,1,1996,20131126,Kalutara,House,2360,30,Needs renovation,Semi furnished,12,0.31,0.45,FALSE,FALSE,FALSE,FALSE,Asbestos,Tile,2026,1677594,0.8,3,Urban,28972000
Mullaitivu,Mullaitivu Central,26,6,5,250,1,FALSE,FALSE,Well,Single phase,2,2021,27228246,Mullaitivu,Villa,3120,5,Good,Unfurnished,25,2.75,12.77,TRUE,TRUE,TRUE,FALSE,Concrete slab,Granite,2024,1047240,0.83,3,Rural,43774000
Hambantota,Hambantota Town,8,3,2,35,1,TRUE,TRUE,Both,Single phase,2,1985,7272315,Hambantota,House,1800,41,Needs renovation,Semi furnished,15,1.31,5.12,TRUE,FALSE,TRUE,TRUE,Concrete slab,Tile,2025,909039,0.67,8,Semi-urban,16979000
Polonnaruwa,Polonnaruwa Central,3,1,1,38,0,FALSE,TRUE,Well,Three phase,2,2006,3158140,Polonnaruwa,House,720,20,Average,Semi furnished,12,0.96,2.48,FALSE,FALSE,FALSE,FALSE,Concrete slab,Tile,2023,1052713,1,4,Semi-urban,7678000
Anuradhapura,Madawachchiya,14,5,5,104,2,FALSE,FALSE,Both,Three phase,1,2012,15277552,Anuradhapura,House,2810,14,Average,Semi furnished,12,2.81,9.39,TRUE,FALSE,FALSE,TRUE,Concrete slab,Cement,2023,1091254,1,6,Semi-urban,38074000
Monaragala,Monaragala Central,27,7,5,250,3,TRUE,FALSE,Both,Single phase,3,2003,28466515,Monaragala,House,3710,23,Average,Unfurnished,12,8.44,15.29,TRUE,FALSE,FALSE,FALSE,Concrete slab,Tile,2025,1054315,0.71,5,Rural,41810000
Monaragala,Monaragala Central,15,6,5,194,3,FALSE,FALSE,Well,Single phase,1,1995,11782501,Monaragala,Villa,3130,31,Needs renovation,Semi furnished,20,4.42,14.45,TRUE,TRUE,FALSE,TRUE,Concrete slab,Cement,2025,785500,0.83,6,Rural,22626000
Polonnaruwa,Polonnaruwa Central,17,7,5,171,1,TRUE,FALSE,Well,Three phase,1,1997,12276656,Polonnaruwa,House,3420,29,Needs renovation,Fully furnished,10,3.06,5.62,TRUE,TRUE,TRUE,FALSE,Concrete slab,Cement,2025,722156,0.71,7,Semi-urban,32371000
Mullaitivu,Mullaitivu Central,5,2,2,42,1,TRUE,FALSE,Well,Single phase,1,2021,5252176,Mullaitivu,Annex,1300,5,Good,Fully furnished,12,5.19,12.03,FALSE,TRUE,FALSE,FALSE,Concrete slab,Tile,2023,1050435,1,4,Rural,15590000
Kilinochchi,Kilinochchi Central,9,5,4,67,1,TRUE,FALSE,Pipe-borne,Single phase,1,2004,6024339,Kilinochchi,House,2200,22,Average,Semi furnished,20,6.4,13.69,TRUE,FALSE,FALSE,FALSE,Concrete slab,Granite,2026,669371,0.8,4,Rural,17659000
Ratnapura,Kuruwita,31,7,5,250,2,FALSE,FALSE,Well,Three phase,2,2018,44566262,Ratnapura,Villa,3560,8,Good,Semi furnished,15,1.58,7.13,TRUE,TRUE,FALSE,TRUE,Tile,Tile,2023,1437621,0.71,6,Semi-urban,75863000
Gampaha,Wattala,9,3,2,77,1,FALSE,FALSE,Both,Three phase,1,1990,10062638,Gampaha,House,1570,36,Needs renovation,Unfurnished,12,0.87,0.9,TRUE,FALSE,FALSE,TRUE,Asbestos,Cement,2025,1118071,0.67,4,Urban,19364000
Ampara,Ampara Central,8,4,3,55,1,TRUE,FALSE,Both,Single phase,1,1985,8156367,Ampara,House,1880,41,Needs renovation,Unfurnished,12,8.21,15.39,TRUE,TRUE,FALSE,FALSE,Asbestos,Terrazzo,2025,1019546,0.75,3,Rural,10953000
Mannar,Mannar Central,6,3,2,94,0,TRUE,FALSE,Both,Three phase,1,1998,5718054,Mannar,House,1550,28,Needs renovation,Unfurnished,30,6.93,16.14,FALSE,FALSE,FALSE,FALSE,Asbestos,Tile,2024,953009,0.67,2,Rural,10087000
Monaragala,Monaragala Central,3,1,1,35,3,TRUE,FALSE,Pipe-borne,Three phase,1,2015,4343977,Monaragala,House,950,11,Good,Semi furnished,12,7.97,11.78,TRUE,FALSE,FALSE,TRUE,Tile,Cement,2024,1447992,1,8,Rural,12729000
Hambantota,Hambantota Town,3,3,3,35,0,TRUE,TRUE,Pipe-borne,Three phase,1,2004,3592409,Hambantota,House,1390,22,Average,Semi furnished,15,2.28,6.62,FALSE,FALSE,TRUE,TRUE,Asbestos,Tile,2024,1197470,1,7,Semi-urban,12573000
Polonnaruwa,Polonnaruwa Central,14,6,5,127,1,TRUE,FALSE,Pipe-borne,Single phase,2,2022,12203797,Polonnaruwa,House,3110,4,Good,Unfurnished,15,3.98,4.72,TRUE,FALSE,TRUE,FALSE,Concrete slab,Tile,2026,871700,0.83,4,Semi-urban,36211000
Gampaha,Negombo,10,2,2,96,2,FALSE,TRUE,Well,Single phase,2,2000,20236936,Gampaha,House,1650,26,Needs renovation,Unfurnished,12,2.43,0.25,FALSE,FALSE,TRUE,FALSE,Concrete slab,Tile,2025,2023694,1,5,Urban,27915000
Kalutara,Wadduwa,14,6,5,134,2,TRUE,FALSE,Both,Three phase,1,2015,22394097,Kalutara,House,2960,11,Good,Semi furnished,15,2.48,3.61,TRUE,FALSE,TRUE,TRUE,Concrete slab,Granite,2023,1599578,0.83,8,Urban,58131000
Kegalle,Kegalle Central,38,5,4,250,1,TRUE,FALSE,Pipe-borne,Single phase,2,2003,47840074,Kegalle,House,2920,23,Average,Unfurnished,12,4.07,4.97,TRUE,FALSE,TRUE,TRUE,Concrete slab,Terrazzo,2024,1258949,0.8,5,Semi-urban,63588000
Kilinochchi,Kilinochchi Central,6,4,3,70,1,FALSE,FALSE,Well,Single phase,2,1999,5682539,Kilinochchi,House,2050,27,Needs renovation,Unfurnished,10,8.1,9.53,TRUE,FALSE,TRUE,FALSE,Asbestos,Tile,2023,947090,0.75,3,Rural,12302000
Vavuniya,Vavuniya Central,12,4,4,118,0,TRUE,TRUE,Pipe-borne,Single phase,1,2017,14014758,Vavuniya,House,2000,9,Good,Semi furnished,15,5.14,10.56,TRUE,FALSE,FALSE,FALSE,Concrete slab,Tile,2025,1167896,1,5,Rural,26922000
Matale,Matale Central,2,1,1,40,1,TRUE,TRUE,Well,Three phase,2,2025,5469989,Matale,House,720,1,New,Unfurnished,25,1.05,2.68,TRUE,FALSE,TRUE,FALSE,Tile,Tile,2025,2734994,1,7,Semi-urban,11537000
Gampaha,Gampaha Town,5,2,1,94,1,TRUE,FALSE,Pipe-borne,Three phase,1,1997,7862334,Gampaha,House,980,29,Needs renovation,Semi furnished,12,1.83,4.58,FALSE,FALSE,TRUE,TRUE,Tile,Cement,2024,1572467,0.5,6,Urban,14063000
Trincomalee,Uppuveli,6,3,3,52,0,TRUE,FALSE,Both,Single phase,1,1992,7003489,Trincomalee,House,1400,34,Needs renovation,Unfurnished,25,2.66,3.35,TRUE,FALSE,TRUE,FALSE,Concrete slab,Cement,2025,1167248,1,3,Semi-urban,11423000
Puttalam,Puttalam Central,12,5,4,137,0,TRUE,TRUE,Well,Single phase,2,2023,19703719,Puttalam,House,2440,3,New,Fully furnished,20,1.11,6.65,TRUE,TRUE,FALSE,TRUE,Concrete slab,Tile,2024,1641977,0.8,7,Semi-urban,49363000
Ampara,Ampara Central,2,1,1,44,1,TRUE,FALSE,Pipe-borne,Single phase,2,2019,4078649,Ampara,House,950,7,Good,Fully furnished,25,6.38,19.48,FALSE,FALSE,TRUE,FALSE,Asbestos,Cement,2023,2039324,1,5,Rural,12426000
Kilinochchi,Kilinochchi Central,15,5,4,188,2,TRUE,TRUE,Both,Single phase,2,2020,21272254,Kilinochchi,House,2710,6,Good,Unfurnished,20,7.95,16.69,TRUE,FALSE,FALSE,FALSE,Tile,Cement,2025,1418150,0.8,6,Rural,35136000
Kandy,Katugastota,3,2,2,35,0,TRUE,TRUE,Both,Single phase,1,2001,6750592,Kandy,House,1160,25,Average,Unfurnished,30,0.87,3.48,TRUE,FALSE,TRUE,TRUE,Tile,Terrazzo,2026,2250197,1,6,Urban,13458000
Ampara,Ampara Central,22,6,5,151,3,TRUE,FALSE,Well,Single phase,1,2002,18451822,Ampara,Villa,3200,24,Average,Semi furnished,20,3.99,10.29,TRUE,FALSE,TRUE,FALSE,Concrete slab,Tile,2025,838719,0.83,7,Rural,36887000
Galle,Unawatuna,2,1,1,64,0,FALSE,FALSE,Well,Three phase,1,1991,3405636,Galle,House,530,35,Needs renovation,Unfurnished,25,2,2.2,FALSE,FALSE,FALSE,TRUE,Asbestos,Terrazzo,2025,1702818,1,2,Urban,6008000
Kalutara,Kalutara North,7,5,4,75,0,FALSE,FALSE,Both,Three phase,1,2018,10049221,Kalutara,House,2330,8,Good,Unfurnished,12,1.87,3.97,FALSE,FALSE,FALSE,TRUE,Tile,Tile,2024,1435603,0.8,2,Urban,30601000
Mullaitivu,Mullaitivu Central,7,2,2,77,0,FALSE,TRUE,Both,Single phase,1,2019,7784046,Mullaitivu,House,1400,7,Good,Unfurnished,12,8.38,8.84,TRUE,TRUE,FALSE,FALSE,Asbestos,Tile,2024,1112007,1,3,Rural,16320000
Trincomalee,China Bay,15,6,5,122,3,TRUE,FALSE,Pipe-borne,Single phase,1,2001,15075620,Trincomalee,House,3100,25,Average,Semi furnished,10,2.75,9.67,TRUE,FALSE,TRUE,FALSE,Concrete slab,Tile,2025,1005041,0.83,7,Semi-urban,36840000
Mannar,Mannar Central,9,4,4,58,1,FALSE,TRUE,Both,Single phase,2,2001,7587346,Mannar,House,2250,25,Average,Fully furnished,30,3.37,18.46,FALSE,FALSE,TRUE,FALSE,Tile,Tile,2025,843038,1,6,Rural,23015000
Kalutara,Panadura,25,6,5,250,2,TRUE,FALSE,Well,Three phase,2,1985,41506617,Kalutara,Villa,3270,41,Needs renovation,Unfurnished,15,0.93,0.81,TRUE,TRUE,FALSE,TRUE,Asbestos,Tile,2024,1660265,0.83,6,Urban,55144000
Badulla,Badulla Town,17,4,3,205,3,TRUE,FALSE,Both,Single phase,2,2005,21531362,Badulla,House,2680,21,Average,Fully furnished,25,3.77,2.63,FALSE,FALSE,FALSE,FALSE,Tile,Tile,2025,1266551,0.75,6,Semi-urban,44957000
Kandy,Katugastota,2,2,2,38,1,TRUE,FALSE,Pipe-borne,Three phase,1,2003,4122281,Kandy,Apartment,1210,23,Average,Semi furnished,12,1.68,4.7,FALSE,FALSE,FALSE,TRUE,Concrete slab,Cement,2023,2061140,1,5,Urban,13565000
Hambantota,Hambantota Town,6,2,2,84,0,FALSE,FALSE,Pipe-borne,Single phase,1,2020,6943063,Hambantota,House,1190,6,Good,Unfurnished,12,4.83,5.18,TRUE,FALSE,TRUE,FALSE,Asbestos,Tile,2025,1157177,1,2,Semi-urban,16966000
Kalutara,Wadduwa,9,4,4,91,0,TRUE,FALSE,Pipe-borne,Single phase,1,2000,13346303,Kalutara,House,2130,26,Needs renovation,Fully furnished,12,0.63,1.88,TRUE,FALSE,FALSE,TRUE,Concrete slab,Cement,2024,1482923,1,5,Urban,29271000
Kegalle,Kegalle Central,12,4,3,90,1,TRUE,FALSE,Pipe-borne,Three phase,2,2000,10969713,Kegalle,House,2150,26,Needs renovation,Unfurnished,10,4.1,11.91,TRUE,TRUE,FALSE,FALSE,Concrete slab,Tile,2024,914143,0.75,4,Semi-urban,20769000
Gampaha,Negombo,16,6,5,201,3,TRUE,TRUE,Pipe-borne,Single phase,2,1988,35280590,Gampaha,Villa,3160,38,Needs renovation,Fully furnished,20,0.87,4.45,TRUE,FALSE,TRUE,FALSE,Concrete slab,Cement,2023,2205037,0.83,10,Urban,54941000
Kilinochchi,Kilinochchi Central,23,6,5,203,1,TRUE,FALSE,Pipe-borne,Single phase,2,1999,16167351,Kilinochchi,Villa,3190,27,Needs renovation,Semi furnished,15,4.24,4.03,TRUE,FALSE,FALSE,FALSE,Asbestos,Tile,2025,702928,0.83,4,Rural,24962000
Ampara,Ampara Central,2,1,1,35,0,FALSE,FALSE,Both,Three phase,1,1997,2851632,Ampara,House,620,29,Needs renovation,Fully furnished,12,5.36,5.18,TRUE,FALSE,TRUE,TRUE,Asbestos,Cement,2023,1425816,1,6,Rural,5664000
Trincomalee,Nilaveli,5,1,1,75,1,TRUE,TRUE,Well,Single phase,2,2012,6070904,Trincomalee,House,890,14,Average,Unfurnished,10,2.91,11.54,FALSE,FALSE,FALSE,TRUE,Asbestos,Terrazzo,2025,1214181,1,5,Semi-urban,11857000
Batticaloa,Eravur,4,2,2,35,0,TRUE,FALSE,Pipe-borne,Single phase,1,2004,4303200,Batticaloa,Annex,1070,22,Average,Semi furnished,15,3.7,17.66,FALSE,TRUE,TRUE,FALSE,Concrete slab,Tile,2025,1075800,1,3,Rural,9458000
Badulla,Bandarawela,9,3,2,77,0,FALSE,FALSE,Well,Three phase,1,1994,6510006,Badulla,House,1450,32,Needs renovation,Fully furnished,20,1.71,3.79,TRUE,FALSE,TRUE,FALSE,Concrete slab,Tile,2024,723334,0.67,5,Semi-urban,16428000
Jaffna,Chunnakam,33,6,5,250,1,TRUE,TRUE,Both,Three phase,2,1999,43361177,Jaffna,Villa,3110,27,Needs renovation,Semi furnished,20,2.13,2.53,TRUE,TRUE,TRUE,FALSE,Concrete slab,Tile,2025,1313975,0.83,8,Urban,61237000
